arrival_date_time,departure_date_time,requested_date_time,from
20210201T160900,20210201T135200,20210201T124606,"{'embedded_type': 'stop_area', 'stop_area': {'codes': [{'type': 'CR-CI-CH', 'value': '0087-686006-BV'}, {'type': 'UIC8', 'value': '87686006'}, {'type': 'external_code', 'value': 'OCE87686006'}], 'name': 'Paris-Gare-de-Lyon', 'links': [], 'coord': {'lat': '48.844922', 'lon': '2.373462'}, 'label': 'Paris-Gare-de-Lyon (Paris)', 'administrative_regions': [{'insee': '75056', 'name': 'Paris', 'level': 8, 'coord': {'lat': '48.8566969', 'lon': '2.3514616'}, 'label': 'Paris (75000-75116)', 'id': 'admin:fr:75056', 'zip_code': '75000;75116'}], 'timezone': 'Europe/Paris', 'id': 'stop_area:OCE:SA:87686006'}, 'quality': 0, 'name': 'Paris-Gare-de-Lyon (Paris)', 'id': 'stop_area:OCE:SA:87686006'}"
